t0,t1,close_price_uá¹•,close_price_variation,price_variation,volumefrom,pos
2018-09-25 04:00:59, 2018-09-25 04:01:59, true, 0.0410, 0.0530, 0.0922, true
2018-09-25 04:01:59, 2018-09-25 04:02:59, false, -0.0237, 0.1104, -0.0402, true
2018-09-25 04:02:59, 2018-09-25 04:03:59, true, 0.0405, 0.0578, -0.2775, true
2018-09-25 04:03:59, 2018-09-25 04:04:59, true, 0.0660, 0.1074, 0.2605, true
2018-09-25 04:04:59, 2018-09-25 04:05:59, true, 0.0793, 0.1453, 0.5312, true
2018-09-25 04:05:59, 2018-09-25 04:06:59, false, -0.0030, 0.1076, -0.7765, true
2018-09-25 04:06:59, 2018-09-25 04:07:59, false, 0.0000, 0.0065, -0.0810, true
2018-09-25 04:07:58, 2018-09-25 04:08:58, true, 0.0042, 0.0079, 0.1496, true
2018-09-25 04:08:38, 2018-09-25 04:09:38, true, 0.0528, 0.0631, 0.2117, true
2018-09-25 04:09:59, 2018-09-25 04:10:59, false, -0.0036, 0.0546, -0.3492, true
2018-09-25 04:10:59, 2018-09-25 04:11:59, false, -0.0061, 0.0134, 0.2020, true
2018-09-25 04:11:59, 2018-09-25 04:12:59, true, 0.0662, 0.0664, 0.1138, true
2018-09-25 04:12:59, 2018-09-25 04:13:59, true, 0.0199, 0.0884, -0.1721, true
2018-09-25 04:13:57, 2018-09-25 04:14:57, true, 0.0043, 0.0261, 0.1672, true
2018-09-25 04:14:59, 2018-09-25 04:15:59, false, -0.0247, 0.0076, 0.2511, true
2018-09-25 04:15:59, 2018-09-25 04:16:59, false, -0.0238, 0.0328, -0.2242, true
2018-09-25 04:16:59, 2018-09-25 04:17:59, false, -0.0165, 0.0016, -0.3990, true
2018-09-25 04:17:59, 2018-09-25 04:18:59, true, 0.0152, 0.0465, 0.4540, true
2018-09-25 04:18:58, 2018-09-25 04:19:58, true, 0.0043, 0.0665, 0.1004, true
2018-09-25 04:19:59, 2018-09-25 04:20:59, false, -0.0009, 0.0002, 0.0155, true
2018-09-25 04:20:58, 2018-09-25 04:21:58, true, 0.0005, 0.0090, -0.1527, true
2018-09-25 04:21:59, 2018-09-25 04:22:59, true, 0.0023, 0.0065, 0.1434, true
2018-09-25 04:22:59, 2018-09-25 04:23:59, false, -0.0315, 0.0037, -0.4566, true
2018-09-25 04:23:59, 2018-09-25 04:24:59, false, -0.0145, 0.0064, 0.0395, true
2018-09-25 04:24:59, 2018-09-25 04:25:59, false, -0.0188, 0.0002, 0.2641, true
2018-09-25 04:25:57, 2018-09-25 04:26:57, true, 0.0092, 0.0166, -0.1738, true
2018-09-25 04:26:59, 2018-09-25 04:27:59, false, -0.0439, 0.0156, 0.5178, true
2018-09-25 04:27:59, 2018-09-25 04:28:59, false, -0.0615, 0.0079, -0.3306, true
2018-09-25 04:28:59, 2018-09-25 04:29:59, false, -0.0704, 0.0079, 0.0902, true
2018-09-25 04:29:59, 2018-09-25 04:30:59, false, -0.0135, 0.0000, -0.0967, true
2018-09-25 04:30:59, 2018-09-25 04:31:59, false, -0.0090, 0.0584, 0.2814, true
2018-09-25 04:31:59, 2018-09-25 04:32:59, false, -0.1625, -0.0055, -0.0741, true
2018-09-25 04:32:59, 2018-09-25 04:33:59, true, 0.0471, 0.0543, -0.0943, true
2018-09-25 04:33:59, 2018-09-25 04:34:59, false, -0.0165, 0.0466, -0.4432, true
2018-09-25 04:34:59, 2018-09-25 04:35:59, false, -0.2777, 0.0031, 5.9226, true
2018-09-25 04:35:58, 2018-09-25 04:36:58, false, -0.0502, 0.0502, 2.7825, true
2018-09-25 04:36:59, 2018-09-25 04:37:59, false, -0.0017, 0.0507, -8.1263, true
2018-09-25 04:37:59, 2018-09-25 04:38:59, true, 0.1286, 0.1328, 0.3997, true
2018-09-25 04:38:59, 2018-09-25 04:39:59, false, -0.0752, 0.1439, -0.1284, true
2018-09-25 04:39:59, 2018-09-25 04:40:59, false, -0.0275, 0.0206, 0.1542, true
2018-09-25 04:40:59, 2018-09-25 04:41:59, true, 0.0688, 0.0842, -0.1304, true
2018-09-25 04:41:59, 2018-09-25 04:42:59, true, 0.0019, 0.0736, -0.7562, true
2018-09-25 04:42:59, 2018-09-25 04:43:59, false, -0.0014, 0.0116, -0.0042, true
2018-09-25 04:43:58, 2018-09-25 04:44:58, false, -0.0383, 0.0206, 0.6439, true
2018-09-25 04:44:59, 2018-09-25 04:45:59, false, -0.2408, 0.0009, 2.9746, true
2018-09-25 04:45:58, 2018-09-25 04:46:58, true, 0.0279, 0.1005, -2.7159, true
2018-09-25 04:46:59, 2018-09-25 04:47:59, false, -0.1769, 0.0281, 1.8949, true
2018-09-25 04:47:59, 2018-09-25 04:48:59, true, 0.0276, 0.0360, -1.3299, true
2018-09-25 04:48:58, 2018-09-25 04:49:58, true, 0.1543, 0.1962, -0.5633, true
2018-09-25 04:49:59, 2018-09-25 04:50:59, false, -0.0249, 0.1832, -0.1694, true
2018-09-25 04:50:59, 2018-09-25 04:51:59, false, -0.0711, 0.0045, -0.2458, true
2018-09-25 04:51:59, 2018-09-25 04:52:59, true, 0.0130, 0.0320, -0.2522, true
2018-09-25 04:52:59, 2018-09-25 04:53:59, true, 0.1347, 0.1546, 0.9886, true
2018-09-25 04:53:59, 2018-09-25 04:54:59, true, 0.0711, 0.2078, -0.5794, true
2018-09-25 04:54:59, 2018-09-25 04:55:59, true, 0.0346, 0.1132, -0.2680, true
2018-09-25 04:55:01, 2018-09-25 04:56:01, false, -0.0319, 0.0463, -0.4033, true
2018-09-25 03:56:59, 2018-09-25 03:57:59, true, 0.0448, 0.0855, 0.1590, true
2018-09-25 03:57:56, 2018-09-25 03:58:56, true, 0.0260, 0.1482, 0.1890, true
2018-09-25 03:58:58, 2018-09-25 03:59:58, false, -0.0042, 0.0416, -0.5484, true
2018-09-25 03:59:59, 2018-09-25 04:00:59, false, -0.0838, 0.0329, 0.2580, true
